collision_index,collision_year,severity_binary,is_night,is_weekend,young_passenger,driver_sex,severity,lighting,day_type,young_passenger_label
2022302201768,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023131320432,2023,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2022430166443,2022,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
202131D108721,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
201804WA18079,2018,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2021031103130,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021622100367,2021,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2022371177741,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022010404883,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020471002017,2020,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2023531384640,2023,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2022010367388,2022,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2022201268241,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024361511147,2024,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2023061371980,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
201806Q250889,2018,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2023122300433,2023,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2024401435145,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018410281855,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019320076281,2019,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2019220826898,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019301901193,2019,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2019400828524,2019,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2020140978181,2020,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2019500911827,2019,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2022311211544,2022,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2023131372210,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022041150437,2022,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
20191367O0704,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019410852982,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022552201143,2022,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2024451459794,2024,1,0,1,1,Male only,Higher severity,Day,Weekend,Young passenger present
201806J146018,2018,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2019010202501,2019,0,0,1,0,Unknown,Lower severity,Day,Weekend,No young passenger
2018010151721,2018,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2019301900178,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024411515214,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018135521940,2018,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2024221501372,2024,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2018030332415,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021201144833,2021,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2019350870320,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023122300701,2023,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2023501288541,2023,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2024131488831,2024,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2024061448090,2024,1,0,1,0,Female only,Higher severity,Day,Weekend,No young passenger
2020450965522,2020,0,1,1,1,Female only,Lower severity,Night,Weekend,Young passenger present
2023501371401,2023,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2019460858503,2019,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2018460295410,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022131256378,2022,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2021221103038,2021,1,1,1,0,Male only,Higher severity,Night,Weekend,No young passenger
2021141031458,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020231008948,2020,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2024531422989,2024,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2024131499300,2024,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2022421235521,2022,1,0,1,0,Female only,Higher severity,Day,Weekend,No young passenger
2018100308767,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020450945595,2020,1,0,1,0,Female only,Higher severity,Day,Weekend,No young passenger
2023340NN4122,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024070505707,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023411394395,2023,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2019460867390,2019,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2022401134820,2022,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2023122300756,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023501351915,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019470843412,2019,1,1,0,0,Female only,Higher severity,Night,Weekday,No young passenger
2019320381196,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2018010097241,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2020137571072,2020,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
201960X028757,2019,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2023122300493,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023010452663,2023,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2020220980966,2020,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2023010435284,2023,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2020320061061,2020,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
201931A245619,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024401415076,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2020200982286,2020,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
20201377N0232,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023351360157,2023,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
202031B020820,2020,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022552200412,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021010293057,2021,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2023545306523,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019320095024,2019,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2024211522543,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020200945318,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021461061499,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024622400429,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018440138293,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
202234WNC7692,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022010411592,2022,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2024440173753,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018301800322,2018,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2022221239580,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019200907827,2019,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2023541118423,2023,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2022131178364,2022,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2023501362363,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019040858278,2019,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2018400299492,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2020200979535,2020,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2024061453391,2024,1,1,1,0,Unknown,Higher severity,Night,Weekend,No young passenger
2022461230053,2022,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
2022141168697,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022430097400,2022,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2020040992783,2020,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2018450307978,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022031257408,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022061264340,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
202263B069422,2022,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2024430215059,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023461264667,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
202454F212624,2024,0,1,0,0,Mixed sex,Lower severity,Night,Weekday,No young passenger
2021552101351,2021,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2019450828085,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022302200284,2022,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2022501166504,2022,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
201863D024518,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018121800392,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022221131488,2022,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2024131406041,2024,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2019200914536,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2020302000057,2020,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
2019500843783,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018010111845,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2021461116002,2021,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2018400342291,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024061470959,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018460312448,2018,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2022421134689,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018460273829,2018,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2024041468544,2024,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
201806K239416,2018,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2021141076202,2021,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2019200889407,2019,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2023531348801,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022371177787,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018010132138,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021122101523,2021,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
202454B646924,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022471154450,2022,1,0,0,1,Female only,Higher severity,Day,Weekday,Young passenger present
2024131421454,2024,1,0,1,1,Male only,Higher severity,Day,Weekend,Young passenger present
2021070738969,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019520000549,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018010126885,2018,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2021131052776,2021,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2021302101343,2021,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
2018320162621,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018551801352,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021421044225,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021501147005,2021,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2019140827267,2019,0,0,0,0,Mixed sex,Lower severity,Day,Weekday,No young passenger
2020010256364,2020,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018140298323,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023520400727,2023,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2022131257490,2022,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2023221311386,2023,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2023522301423,2023,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2022131177880,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022141186932,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023141288017,2023,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
201806Q251470,2018,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2023201389386,2023,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2020010258083,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2019100889884,2019,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2023052300891,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022401207751,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
202006G170355,2020,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019430294956,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024401529324,2024,1,1,0,0,Female only,Higher severity,Night,Weekday,No young passenger
2021201120854,2021,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2021161080494,2021,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022440185768,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022552201371,2022,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2020520001666,2020,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2018160302681,2018,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023552301360,2023,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2020110989378,2020,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2020137CO0316,2020,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019140866433,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024201512898,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022161145606,2022,1,0,0,0,Female only,Higher severity,Day,Weekday,No young passenger
2020100925738,2020,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023041315696,2023,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2020170S20490,2020,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2023311287048,2023,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2019520901736,2019,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2018100329084,2018,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2024161523000,2024,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
201906A360182,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024101456948,2024,0,1,1,0,Unknown,Lower severity,Night,Weekend,No young passenger
2024201490757,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020137371680,2020,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
20201373L0790,2020,1,0,1,0,Female only,Higher severity,Day,Weekend,No young passenger
2024541928224,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019430312482,2019,1,1,0,0,Female only,Higher severity,Night,Weekday,No young passenger
2018100279354,2018,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2020470959939,2020,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2019500894388,2019,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2022061168934,2022,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2019521903488,2019,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2024522401170,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024131524101,2024,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2024141424701,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018521901275,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024201464910,2024,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2020070519152,2020,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2018140289374,2018,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2022101189022,2022,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2018301800816,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018460279718,2018,0,0,1,1,Mixed sex,Lower severity,Day,Weekend,Young passenger present
2023522400188,2023,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2018430220205,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024111500942,2024,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2022461218190,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021111126369,2021,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018160316863,2018,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023430290428,2023,1,0,1,1,Female only,Higher severity,Day,Weekend,Young passenger present
2021221043609,2021,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2024122400826,2024,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2023071069158,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024201547595,2024,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
20181355E2037,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024041468874,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021041081657,2021,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018070396572,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2021161106834,2021,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2019521902741,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024522402548,2024,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2018430118892,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024111446425,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
201931C193219,2019,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018400303011,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024522402660,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024161523007,2024,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2024471423345,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2024522403350,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018160350064,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
20191362Q1332,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018140289102,2018,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2020137BF1439,2020,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2019400857042,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018331801024,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018350298190,2018,1,0,0,1,Female only,Higher severity,Day,Weekday,Young passenger present
2023471362232,2023,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020350975500,2020,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2023111278522,2023,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2023161304936,2023,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2024221412094,2024,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2024421425915,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2019160821693,2019,0,0,0,0,Unknown,Lower severity,Day,Weekday,No young passenger
2019410920246,2019,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022471255475,2022,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022440277078,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2021421019383,2021,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2019621900768,2019,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2024041439867,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2022411253938,2022,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2020440479159,2020,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2018471806516,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020210993604,2020,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
202163D106121,2021,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2022622200299,2022,0,0,0,1,Female only,Lower severity,Day,Weekday,Young passenger present
2018420338662,2018,0,1,0,0,Female only,Lower severity,Night,Weekday,No young passenger
2020010268025,2020,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2022501219865,2022,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2018370335918,2018,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2022610011022,2022,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
2020220983610,2020,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2022451254926,2022,1,1,1,1,Male only,Higher severity,Night,Weekend,Young passenger present
2021351126848,2021,1,0,1,0,Male only,Higher severity,Day,Weekend,No young passenger
2023302300713,2023,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2019040859246,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2020420928110,2020,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2018340C00191,2018,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2018420260582,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023610004923,2023,1,1,1,1,Female only,Higher severity,Night,Weekend,Young passenger present
202263D020922,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018360290812,2018,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
201831A124718,2018,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2019340S01351,2019,1,1,0,1,Female only,Higher severity,Night,Weekday,Young passenger present
201960X061929,2019,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2018360345570,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018010081922,2018,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2020010237681,2020,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2023441384093,2023,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2023361402511,2023,0,1,1,1,Male only,Lower severity,Night,Weekend,Young passenger present
2020210933741,2020,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2018420270102,2018,1,1,0,0,Male only,Higher severity,Night,Weekday,No young passenger
2022031213444,2022,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
201931B048719,2019,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2024440133762,2024,0,0,1,1,Male only,Lower severity,Day,Weekend,Young passenger present
2020010283699,2020,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2018340N08221,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024461475901,2024,1,1,0,1,Female only,Higher severity,Night,Weekday,Young passenger present
2022010408418,2022,0,0,1,0,Female only,Lower severity,Day,Weekend,No young passenger
202260B128371,2022,1,1,0,1,Male only,Higher severity,Night,Weekday,Young passenger present
2024211445761,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023631313079,2023,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2019010166502,2019,1,0,1,0,Female only,Higher severity,Day,Weekend,No young passenger
2020320556433,2020,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
2024361438514,2024,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2020420997551,2020,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
201963D113119,2019,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2020010229719,2020,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2022211164278,2022,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2020302001010,2020,0,1,1,1,Female only,Lower severity,Night,Weekend,Young passenger present
2021010342367,2021,0,0,0,1,Male only,Lower severity,Day,Weekday,Young passenger present
2024610029424,2024,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2021471077310,2021,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2020470939445,2020,1,1,1,1,Female only,Higher severity,Night,Weekend,Young passenger present
2022010375204,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2024320389267,2024,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018010154639,2018,1,1,1,0,Male only,Higher severity,Night,Weekend,No young passenger
2019040815262,2019,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022622200321,2022,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2023302300668,2023,0,0,0,1,Mixed sex,Lower severity,Day,Weekday,Young passenger present
2019470901749,2019,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2019471900447,2019,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2021622100299,2021,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2022211201850,2022,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2020140933367,2020,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2020410943504,2020,1,0,0,1,Male only,Higher severity,Day,Weekday,Young passenger present
2023461381133,2023,0,0,1,0,Male only,Lower severity,Day,Weekend,No young passenger
2018530324471,2018,0,1,1,0,Male only,Lower severity,Night,Weekend,No young passenger
2019420819559,2019,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2019500821518,2019,0,1,0,1,Female only,Lower severity,Night,Weekday,Young passenger present
2018430140204,2018,0,0,0,0,Female only,Lower severity,Day,Weekday,No young passenger
2018210322160,2018,0,1,1,0,Female only,Lower severity,Night,Weekend,No young passenger
2022461175499,2022,1,0,0,0,Male only,Higher severity,Day,Weekday,No young passenger
2018440219816,2018,0,1,0,1,Male only,Lower severity,Night,Weekday,Young passenger present
2022131135276,2022,1,1,1,0,Male only,Higher severity,Night,Weekend,No young passenger
2018010131584,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2018210320804,2018,0,0,0,0,Male only,Lower severity,Day,Weekday,No young passenger
2023631323805,2023,0,1,0,0,Male only,Lower severity,Night,Weekday,No young passenger
